x_km,y_km,logK_true,n_true,h_true
1.5,38,4.14162060833834,0.278802378270334,17.3005526612051
1.5,38.25,4.15553452161545,0.279550080132814,17.2758188992327
1.5,38.5,4.1734470925183,0.280460271244216,17.2454708294252
1.5,38.75,4.19518762789235,0.281555617791726,17.2100465057768
1.5,39,4.22046425606748,0.282853692739609,17.1700515891795
1.5,39.25,4.24881444434525,0.284363618031253,17.1255065103561
1.5,39.5,4.27955778246712,0.286075985791711,17.0757234849821
1.5,39.75,4.31185808009445,0.287970025305175,17.0198155250994
1.5,40,4.34475265249206,0.290008277780311,16.9610588295838
1.5,40.25,4.37717019146337,0.292138327496371,16.8850061703436
1.5,40.5,4.4079009808762,0.294288322588478,16.8219651646255
1.5,40.75,4.43575189128888,0.296377555068049,16.7777868990842
1.5,47,4.3482118910046,0.294115314500391,14.2687783271866
1.5,47.25,4.41966386016849,0.298596349029911,14.2483907854537
1.5,47.5,4.49582928229368,0.303387758637768,14.2211453221056
1.5,47.75,4.57472046191204,0.308359245179718,14.1902821246214
1.5,48,4.6543537399273,0.313379790163672,14.1673281504698
1.5,48.25,4.73280061168639,0.318320012571077,14.145836519278
1.5,48.5,4.80819239494993,0.323054658171014,14.1250505089726
1.5,48.75,4.87888307249382,0.327471341838256,14.1061861653388
1.5,49,4.94342333680572,0.331472671506674,14.0880039802911
1.5,49.25,5.00062119560566,0.334975616330596,14.0695636938966
1.5,49.5,5.04956614823383,0.337916412451147,14.0528153932667
1.5,49.75,5.08965227760592,0.340252301080094,14.0401981600741
1.75,29,4.35094950585872,0.292028580544889,20.7434978848452
1.75,29.25,4.37077416362159,0.294329281838936,20.7345872305913
1.75,29.5,4.38989102183493,0.296424334343379,20.7259953232049
1.75,29.75,4.40742808102574,0.298229000222133,20.7179437062438
1.75,30,4.42265933680193,0.299673802423921,20.710194659802
1.75,30.25,4.43491140316229,0.300699157083349,20.7026378050795
1.75,30.5,4.44374146050172,0.301270595409737,20.6952372219394
1.75,30.75,4.44878029692431,0.301365711770106,20.687978314184
1.75,31,4.44990258490884,0.300988644314332,20.6808384534143
1.75,31.25,4.44708142780325,0.300159098720151,20.6737621691489
1.75,31.5,4.44040342102687,0.29891281950765,20.666633869958
1.75,31.75,4.43016392829205,0.297306112693236,20.6592293594221
1.75,32,4.41672283985776,0.295406488751975,20.6506331918764
1.75,32.25,4.40052710049842,0.293290368609433,20.6459034571209
1.75,37.75,4.1298770366786,0.278620895115695,17.3495473804042
1.75,38,4.14457566164909,0.279434033817905,17.3312706009697
1.75,38.25,4.16335095577229,0.280406153721178,17.3031164662233
1.75,38.5,4.18609839303469,0.281562365536125,17.2673157922395
1.75,38.75,4.21249656077828,0.282919996138186,17.2254252472379
1.75,39,4.2420968370061,0.284488288407198,17.1784373748849
1.75,39.25,4.27426079792438,0.286264832139697,17.1268238499541
1.75,39.5,4.30814461140736,0.288227035590489,17.0706408113424
1.75,39.75,4.34275972788966,0.290339138600979,17.0098766812671
1.75,40,4.37700551297861,0.292547920027046,16.9449974324839
1.75,40.25,4.40969449622905,0.294785529982463,16.8743686759192
1.75,40.5,4.43955533073332,0.296967031215236,16.8049553556004
1.75,40.75,4.46535768846658,0.299000545725972,16.7348592041417
1.75,41,4.48595891232758,0.300790986753859,16.6450966840865
1.75,41.25,4.50027662979357,0.302239377580726,16.5704976719455
1.75,41.5,4.50746229295025,0.303258596493147,16.5175894979616
1.75,46,4.16596142776883,0.282664044557834,14.4453034534433
1.75,46.25,4.21087683680144,0.285423311665652,14.4159956857195
1.75,46.5,4.26619791075421,0.288858951762926,14.376977769738
1.75,46.75,4.33047725530717,0.292881174536274,14.3344744542139
1.75,47,4.40197052032769,0.297377298926602,14.2893413376433
1.75,47.25,4.47877579581267,0.302224320451212,14.2567663658206
1.75,47.5,4.55881217427017,0.307286109992102,14.2268377194591
1.75,47.75,4.64001347146103,0.312425406566795,14.1982461648218
1.75,48,4.72038412538342,0.317508638496442,14.1730852791375
1.75,48.25,4.79802395960308,0.322406846068879,14.1499359323608
1.75,48.5,4.87114630512321,0.326998829576673,14.1280676754093
1.75,48.75,4.93823349097998,0.331179150367608,14.1072942494081
1.75,49,4.99800762693386,0.334860804842282,14.0869295805112
1.75,49.25,5.04948077006093,0.337973389287185,14.0662623995519
1.75,49.5,5.09197092510778,0.340467783041267,14.0447449368386
1.75,49.75,5.1251218922137,0.342317617896955,14.0198120664882
2,28.75,4.32917298799338,0.290619492407814,20.7637771848592
2,29,4.3493295694233,0.292980705142249,20.752504156334
2,29.25,4.36888368834164,0.295141101761017,20.7417831112371
2,29.5,4.38697201224435,0.297014238053744,20.7316151040735
2,29.75,4.4027846155905,0.298523949442251,20.7219621694422
2,30,4.41569010978362,0.299613491762449,20.7126910711915
2,30.25,4.42513343709253,0.300238692514656,20.7036982809819
2,30.5,4.43079881449156,0.300382595624933,20.6949220761986
2,30.75,4.43245432818605,0.300041300631342,20.686329137785
2,31,4.43011256731433,0.299237938193096,20.6779051177687
2,31.25,4.42386513202748,0.298009144870942,20.6696537297956
2,31.5,4.41392141782663,0.296407251511274,20.6616064489873
2,31.75,4.40067468894936,0.294501779079198,20.6538497395217
2,32,4.38456763847247,0.292370752611299,20.6466059462242
2,32.25,4.36612050064036,0.29009829755591,20.6410519690553
2,32.5,4.34587840813587,0.287768610961541,20.6357198645831
2,32.75,4.32438824453326,0.285463481168024,20.6330935671807
2,33,4.30220595246527,0.283260010917601,20.6319744392102
2,37.75,4.13443296339675,0.279363484880724,17.3924520079475
2,38,4.15405949451316,0.280398418537542,17.3720258655555
2,38.25,4.17774363547759,0.281614426700482,17.3383716468471
2,38.5,4.20523317628193,0.283031535625672,17.2957999871329
2,38.75,4.23604102036821,0.284658806433545,17.2467652773759
2,39,4.26955413769205,0.286494822751354,17.1926878386442
2,39.25,4.30495342228889,0.288522826798508,17.1343600327475
2,39.5,4.34123997286782,0.290705440670736,17.0721895772988
2,39.75,4.37729354403399,0.29299169788031,17.0064284275812
2,40,4.41188395166989,0.295311632413073,16.9373431058474
2,40.25,4.44376057556995,0.297584399914796,16.8650382105451
2,40.5,4.47161252906687,0.299713126298565,16.791060828843
2,40.75,4.49422215987921,0.301598591630862,16.7143579924822
2,41,4.51052840054633,0.303144326678991,16.6315580967391
2,41.25,4.51956388251793,0.304254446107741,16.5497312155339
2,41.5,4.52066661737962,0.304852159481297,16.4652171788406
2,41.75,4.51344441083682,0.304880123413561,16.3518509186668
2,42,4.49784608914332,0.304307238046924,16.2476513203516
2,42.25,4.47417894292527,0.303134409271023,16.1484678928229
2,42.5,4.44315561487858,0.301395766618624,16.0542483806123
2,42.75,4.40582509245931,0.299156859699447,15.9689226459822
2,43,4.36370210855784,0.296522019036356,15.9054177972728
2,44.75,4.10494401357444,0.279135808303574,14.9498173380829
2,45.5,4.12216381257386,0.279817267785673,14.5826921126244
2,45.75,4.15303352437054,0.281670704228176,14.5370549109466
2,46,4.19595148223142,0.28430725949766,14.4748266280952
2,46.25,4.24987410414975,0.287661594279563,14.4272239812009
2,46.5,4.31331697127448,0.291639644536352,14.3827712565156
2,46.75,4.38456161094667,0.296132948969602,14.3399348722091
2,47,4.46165585658683,0.301013788241898,14.2993578076487
2,47.25,4.54254662798898,0.306147500138026,14.264450613505
2,47.5,4.62507247723033,0.31139087101914,14.2331616363275
2,47.75,4.70713595274129,0.316602252392335,14.204481205884
2,48,4.78677311865006,0.321648707913472,14.1783741280729
2,48.25,4.8621725562454,0.326405511409919,14.154181853641
2,48.5,4.93166189280794,0.330757743614442,14.1312932298293
2,48.75,4.99390021519826,0.334610499858169,14.1092123433788
2,49,5.0478171132082,0.337890049286694,14.0873175909497
2,49.25,5.09265763502785,0.340540909147522,14.064910067408
2,49.5,5.12800018687453,0.342531413021134,14.0411952231653
2,49.75,5.15375229417733,0.343853270716755,14.0149614109738
2.25,28.25,4.28754734053806,0.286669360350133,20.8034444300041
2.25,28.5,4.30736907163781,0.289177727047259,20.7925512531853
2.25,28.75,4.32771961587312,0.29159056489897,20.7751721029233
2.25,29,4.34766473727718,0.293811840931879,20.761191396551
2.25,29.25,4.36622880171665,0.295748369016012,20.7486386316258
2.25,29.5,4.382610578982,0.297322489851268,20.736907832443
2.25,29.75,4.39610050420917,0.298471219332158,20.7257569490031
2.25,30,4.40618574160836,0.299153866252222,20.7150312783824
2.25,30.25,4.41243781984762,0.299343718481793,20.7046205310584
2.25,30.5,4.41468230051368,0.299043082041776,20.6944497920536
2.25,30.75,4.41282674918208,0.298267322837031,20.6844766511021
2.25,31,4.40701272808045,0.297057819862702,20.6746974404389
2.25,31.25,4.39744469993886,0.295466851342974,20.6651684616098
2.25,31.5,4.38444603145052,0.293561367128299,20.656048604231
2.25,31.75,4.36849678265029,0.291421790164849,20.6476687399452
2.25,32,4.35010856954454,0.289133475279488,20.6406113040498
2.25,32.25,4.3298525293246,0.286784361666606,20.6356927916544
2.25,32.5,4.30830606286534,0.284458919282437,20.6328785021388
2.25,32.75,4.28601750847105,0.282234519347875,20.6315154949694
2.25,33,4.26353464457043,0.280181422685222,20.6308205917211
2.25,33.25,4.24135384121836,0.278356595572443,20.6301360296151
2.25,33.5,4.21988240453432,0.276801944901521,20.6298785552716
2.25,33.75,4.19941926319009,0.275540978293868,20.629780593489
2.25,34,4.18019160139304,0.274580854214307,20.6297431382271
2.25,34.25,4.16238432304884,0.273916316386151,20.6297289037393
2.25,34.5,4.14611037026457,0.27352692830188,20.6297237858115
2.25,34.75,4.13146679952601,0.273382535887551,20.6297224952101
2.25,37.75,4.14557387109363,0.28043442715127,17.4555340914078
2.25,38,4.17015755171358,0.28170944957994,17.4259806334828
2.25,38.25,4.19864303061486,0.283183435652657,17.3828098337279
2.25,38.5,4.23061476814414,0.284868441305594,17.3313637802773
2.25,38.75,4.26540836803902,0.286762340820528,17.2741559949786
2.25,39,4.30224726043273,0.288850920386463,17.2126058211781
2.25,39.25,4.34013745359606,0.291101352617998,17.1475513097841
2.25,39.5,4.37794055036127,0.293460667650231,17.0794827797153
2.25,39.75,4.41441854167638,0.295861839893439,17.0087017463925
2.25,40,4.44825836987124,0.298220462360009,16.935423774171
2.25,40.25,4.47817104889586,0.300443853941604,16.859811521057
2.25,40.5,4.50285722602146,0.302427164962449,16.7821508461801
2.25,40.75,4.52116720099934,0.304068491355877,16.7019588723036
2.25,41,4.53215848872435,0.305274475546603,16.6183998388556
2.25,41.25,4.53504362647945,0.30595871538097,16.5324025596714
2.25,41.5,4.52938347696621,0.30605993356214,16.4417822105291
2.25,41.75,4.51505541664342,0.305542179593004,16.3414705897474
2.25,42,4.49231276910413,0.304400418326599,16.2406294299224
2.25,42.25,4.46178238602577,0.302663975138859,16.1408215602437
2.25,42.5,4.4245094483796,0.300397123223934,16.0421883431476
2.25,42.75,4.38187135249093,0.297694784560477,15.9438719946867
2.25,43,4.33568700235836,0.294687690136339,15.8396545170393
2.25,43.25,4.28796689168463,0.291521552200559,15.6956287170024
2.25,43.5,4.24094689599206,0.288359201755326,15.5611992867254
2.25,43.75,4.19699641517858,0.285370136583765,15.4315175048405
2.25,44,4.15847531494189,0.282720592645429,15.305309698486
2.25,44.25,4.12759999366478,0.28056328338219,15.1826179381781
2.25,44.5,4.10633549868419,0.279029758268675,15.0639499586459
2.25,44.75,4.09621592181906,0.278221819774175,14.9498173380829
2.25,45,4.09846034342849,0.278218527056688,14.8403218316875
2.25,45.25,4.11363455169231,0.279056439364738,14.7344854349452
2.25,45.5,4.14179343927941,0.280738952297906,14.6285832633841
2.25,45.75,4.18242022485739,0.283233692373417,14.5554157277965
2.25,46,4.23458225033821,0.286483528175921,14.4915762827278
2.25,46.25,4.29687881098256,0.290399393289787,14.4375339325258
2.25,46.5,4.36753760867053,0.294867486864802,14.389562778735
2.25,46.75,4.44462354934979,0.299763725512112,14.3458979623991
2.25,47,4.52601866458763,0.304947669874865,14.3061611331781
2.25,47.25,4.60957428101478,0.310276168986422,14.2707616906547
2.25,47.5,4.69309973996566,0.315601947931288,14.2389376728939
2.25,47.75,4.77451697508662,0.320782685693277,14.2099642075638
2.25,48,4.85194390277641,0.32568920768226,14.1833608485386
2.25,48.25,4.92369249457676,0.33020353787181,14.1585599075796
2.25,48.5,4.98826516032673,0.334221485658269,14.1349907162537
2.25,48.75,5.04452812503094,0.337661229478065,14.1120949968885
2.25,49,5.09165380755609,0.340464981307742,14.0892585787478
2.25,49.25,5.12914624986693,0.342594758210681,14.0657993499218
2.25,49.5,5.15685612166314,0.344037877675999,14.0409882012506
2.25,49.75,5.17496148859968,0.344805424018886,14.014214884207
2.5,27.75,4.24776910643711,0.282639818161016,20.8429842279168
2.5,28,4.26580486467036,0.285162505522632,20.8322082365889
2.5,28.25,4.28556904990038,0.287705240199619,20.81445645659
2.5,28.5,4.30605577917325,0.29016489512639,20.7993264643013
2.5,28.75,4.32624938313179,0.29243808164245,20.7834992293315
2.5,29,4.34524174615729,0.29443351470905,20.768722981839
2.5,29.25,4.36212405169981,0.29606749782786,20.7549067464288
2.5,29.5,4.37618938463271,0.297275183057504,20.7418192501943
2.5,29.75,4.38685336655348,0.298010571365618,20.729284805393
2.5,30,4.3937344860611,0.298251101065189,20.7171676124435
2.5,30.25,4.3965415144245,0.297989358907817,20.7053584502813
2.5,30.5,4.39524325156316,0.297247360166601,20.6937716745524
2.5,30.75,4.38988016509847,0.296059127361055,20.6823499748698
2.5,31,4.38071127569795,0.29448246728527,20.6710809126728
2.5,31.25,4.36804969481783,0.292583919392899,20.6600345147056
2.5,31.5,4.35231999578417,0.290442233995919,20.6494365653151
2.5,31.75,4.33407524133527,0.288145487494345,20.6397987293268
2.5,32,4.31387703855687,0.285782729878037,20.6321056968912
2.5,32.25,4.29233677290221,0.28344228983635,20.627906042094
2.5,32.5,4.27003828577787,0.281204752162596,20.6284013229816
2.5,32.75,4.24751909793976,0.279140012883432,20.6291709205549
2.5,33,4.22528966919016,0.277307773113776,20.6295952638769
2.5,33.25,4.20380414862667,0.275752358759716,20.6296902169482
2.5,33.5,4.18340816835864,0.274501541480678,20.6297122436687
2.5,33.75,4.16433146235918,0.273563597613265,20.6297176199346
2.5,34,4.14674209609806,0.272931414036198,20.6297190274305
2.5,34.25,4.13076763729586,0.272586423676382,20.629719469676
2.5,34.5,4.11649292188471,0.272497862167803,20.6297198490989
2.5,34.75,4.10400002497638,0.272627764092453,20.6297211770578
2.5,37.5,4.13791969045721,0.280511008936339,17.6122470354536
2.5,37.75,4.16332693288066,0.281844404129967,17.5473663581402
2.5,38,4.19275230933332,0.283373293260087,17.4933356434283
2.5,38.25,4.22577307183338,0.285112155370151,17.4357776291147
2.5,38.5,4.26180169443052,0.287062535618918,17.3734000308737
2.5,38.75,4.29999453359893,0.289208724139532,17.307046928601
2.5,39,4.33940567378606,0.291520993810246,17.237604093631
2.5,39.25,4.37889348571805,0.293950443628938,17.1656918486085
2.5,39.5,4.41719957550416,0.296428151304168,17.0916923109093
2.5,39.75,4.45299071532564,0.298871542375561,17.0158230558224
2.5,40,4.48492119074354,0.301184528591245,16.9381933983004
2.5,40.25,4.51170608728086,0.303265833307679,16.8588289664719
2.5,40.5,4.53210329174816,0.305006815598249,16.7776695317047
2.5,40.75,4.54508097500548,0.306308037041295,16.6943778323839
2.5,41,4.54986735421263,0.307084965301861,16.6084931074727
2.5,41.25,4.54590114889168,0.307266617936371,16.5197672811375
2.5,41.5,4.53300360285658,0.306812121371684,16.4271919772253
2.5,41.75,4.51136012337792,0.305711919488708,16.3297412183081
2.5,42,4.48153703013746,0.303989160050489,16.2298265020419
2.5,42.25,4.44450363343943,0.30170425388161,16.1284851755646
2.5,42.5,4.40163345053286,0.298951186608452,16.0255753367568
2.5,42.75,4.35461580784865,0.295852340614386,15.9195896912973
2.5,43,4.30553902804665,0.292561069099392,15.8064357432181
2.5,43.25,4.25663474736046,0.289240364734521,15.6791790008372
2.5,43.5,4.21027976253189,0.286062326623818,15.5502749594016
2.5,43.75,4.16890566510902,0.283198914639443,15.4226389742913
2.5,44,4.1348345727716,0.280810993390359,15.2973754161012
2.5,44.25,4.11013361783194,0.279038121179341,15.1753753248134
2.5,44.5,4.09654746028825,0.277994460350065,15.0575441077981
2.5,44.75,4.09527418413564,0.277758010972637,14.9447232202577
2.5,45,4.10715476270798,0.278382228988479,14.8376004059126
2.5,45.25,4.13233221778684,0.279875924460666,14.7368232758284
2.5,45.5,4.17042969425243,0.282214708317898,14.6440450327458
2.5,45.75,4.22051945821333,0.285339666047482,14.5671067063587
2.5,46,4.2813065424847,0.289170086848335,14.5013250481049
2.5,46.25,4.35107406471792,0.293595199989944,14.4447128103096
2.5,46.5,4.42781801812407,0.298484606311586,14.395074053669
2.5,46.75,4.50942543072442,0.303700564284102,14.3508907654535
2.5,47,4.59367433251817,0.309093286460855,14.3113278458695
2.5,47.25,4.6783737806687,0.31451464439864,14.2759150465858
2.5,47.5,4.76135390810035,0.319816544487343,14.2440011388243
2.5,47.75,4.84061565896837,0.324860246142392,14.2149363926103
2.5,48,4.91439063190937,0.329522516389541,14.1881518988481
2.5,48.25,4.98116788122989,0.333696243611556,14.1630914291668
2.5,48.5,5.03966033498274,0.337290918720925,14.1392064232121
2.5,48.75,5.08897818539172,0.340241001648643,14.115941823635
2.5,49,5.12856453695843,0.342507068129321,14.0926941549026
2.5,49.25,5.15820405325905,0.344070897022057,14.0687647046847
2.5,49.5,5.17801565528799,0.344939179508357,14.0433078921576
2.5,49.75,5.18843985441791,0.345142486760485,14.0153673224986
2.75,27.5,4.22670264947747,0.281108182876447,20.8680182577304
2.75,27.75,4.24432279210927,0.283641018702014,20.8538761616929
2.75,28,4.26392636795773,0.286211570355696,20.8394634326657
2.75,28.25,4.28443946836516,0.288709110258061,20.8231929178603
2.75,28.5,4.30483267801529,0.291030168100735,20.8071229105701
2.75,28.75,4.32412190254879,0.293076533215724,20.7910896766675
2.75,29,4.34146257487259,0.294766377639762,20.775573560156
2.75,29.25,4.35604697996515,0.296029766200046,20.7606852052229
2.75,29.5,4.36728858127713,0.296818490270359,20.7463725201803
2.75,29.75,4.37474077208307,0.297105585434623,20.7325399577054
2.75,30,4.37816196790961,0.296888267048296,20.7190823882831
2.75,30.25,4.37740247294056,0.296179052217822,20.7058940260655
2.75,30.5,4.37256574562912,0.295018867306989,20.6928735581016
2.75,30.75,4.36382034508204,0.293459076925025,20.6799324744761
2.75,31,4.3515368839768,0.291572125025062,20.6670132381687
2.75,31.25,4.33612382669145,0.289435909830558,20.654129128114
2.75,31.5,4.31809096920539,0.287137614516119,20.6414502776534
2.75,31.75,4.29804761129603,0.284769265945008,20.6294973244372
2.75,32,4.27659219994609,0.282420049344471,20.6195965504577
2.75,32.25,4.25435110923575,0.280174580470751,20.6149933853312
2.75,32.5,4.2318965580661,0.278105997521605,20.6234846037967
2.75,32.75,4.20973316365347,0.276273495389364,20.6271007489909
2.75,33,4.18831861390299,0.27472362356308,20.6286644290894
2.75,33.25,4.16804200434316,0.273485958846554,20.6293032882275
2.75,33.5,4.14917831397619,0.272572886102688,20.6295571719294
2.75,33.75,4.13188729720831,0.271977639112455,20.6296565840774
2.75,34,4.11627780120889,0.271679500733768,20.6296951306134
2.75,34.25,4.1024365131541,0.271648664374038,20.6297098188509
2.75,34.5,4.09042773394834,0.271846089966632,20.6297148514307
2.75,37.5,4.1572415212742,0.282012572725502,17.6773232121013
2.75,37.75,4.18751815390028,0.283594619545841,17.628175202011
2.75,38,4.22151716359306,0.285384209256855,17.5641832580115
2.75,38.25,4.25864373678315,0.287385450053548,17.4939641016936
2.75,38.5,4.29813290752848,0.289586700738052,17.4202950851025
2.75,38.75,4.33897043799475,0.291957008451031,17.3443668553175
2.75,39,4.38005789113304,0.294450326621758,17.2668018638626
2.75,39.25,4.42012360453019,0.29700106607296,17.1879462724828
2.75,39.5,4.45782015514656,0.299525255125631,17.1079759646867
2.75,39.75,4.49176644182253,0.301927408339434,17.0269486179515
2.75,40,4.52061790030018,0.304102315962713,16.9448306706441
2.75,40.25,4.5431444290661,0.305944529936169,16.8615063107221
2.75,40.5,4.55821489274113,0.307346991998069,16.7767659470297
2.75,40.75,4.56496252106613,0.308218248763677,16.6902673168278
2.75,41,4.56283221972032,0.308488266246258,16.6015895308989
2.75,41.25,4.55152466981688,0.308106548576158,16.5103037415152
2.75,41.5,4.53115914011562,0.30705765325907,16.415841606042
2.75,41.75,4.50224557523636,0.305361182886056,16.3178556489696
2.75,42,4.46568522074906,0.303071124759878,16.2169236506722
2.75,42.25,4.42278225113194,0.300278458832741,16.1133646782377
2.75,42.5,4.37522537090623,0.297105296008509,16.0069049325936
2.75,42.75,4.32498802067845,0.293698173124407,15.8965361117817
2.75,43,4.27438565011542,0.290228308339807,15.7805284061179
2.75,43.25,4.22581163596174,0.28686979728474,15.6576895250595
2.75,43.5,4.18171735356453,0.283797927275768,15.5320273267025
2.75,43.75,4.14451837230225,0.281180562319504,15.4062902197063
2.75,44,4.1164089292379,0.279166594189494,15.2823046350321
2.75,44.25,4.0992342619021,0.277877691513902,15.1615179630695
2.75,44.5,4.09442770619676,0.277405292249266,15.0452112555768
2.75,44.75,4.10280212012577,0.277801026849897,14.9345314986671
2.75,45,4.1247710214023,0.279090198263604,14.8305124780233
2.75,45.25,4.16003777216318,0.281253286294285,14.7342122258018
2.75,45.5,4.20779967575313,0.284238451671854,14.647082374124
2.75,45.75,4.2667433134489,0.287961517536596,14.57124787248
2.75,46,4.33524910296296,0.292319911887851,14.5055359069545
2.75,46.25,4.41133790525731,0.297184055415117,14.4484878589682
2.75,46.5,4.49282307581091,0.302409452685271,14.398556302406
2.75,46.75,4.57747610660244,0.307848298922993,14.3544479214435
2.75,47,4.66302360414628,0.31334490098639,14.3151999246054
2.75,47.25,4.74728588092849,0.318749574400134,14.2800713313635
2.75,47.5,4.82816642021309,0.3239171636477,14.248371379323
2.75,47.75,4.90378856379282,0.328715602249115,14.2194600424593
2.75,48,4.97255481197726,0.333032159256889,14.1927594112274
2.75,48.25,5.0331673136163,0.336773601518417,14.1677314562068
2.75,48.5,5.08458696632549,0.339866170039623,14.1438607901804
2.75,48.75,5.12619639245169,0.342263247796084,14.1206326054845
2.75,49,5.15772293632178,0.343945600060232,14.0974928466195
2.75,49.25,5.17923284517702,0.344915513455949,14.0737684961114
2.75,49.5,5.19111057295335,0.345199571445354,14.0484509156536
2.75,49.75,5.19403385125217,0.344846571151039,14.0194403053688
3,27,4.19226802342626,0.277206793194209,20.9135727770643
3,27.25,4.20614743842111,0.279580575080089,20.9022423683855
3,27.5,4.22324774119669,0.282115410493978,20.8823096310866
3,27.75,4.24253740734236,0.284702037006086,20.8653335805421
3,28,4.26297556072066,0.287231097849872,20.8488958526459
3,28.25,4.28346647164377,0.289591713235154,20.8320688513499
3,28.5,4.30300611114372,0.291685361664262,20.8152132234838
3,28.75,4.32068357003147,0.29342398064907,20.7984729300066
